OBJECTID,Neighborhood,LAPD_Cost,LAPD_Days_in_Jail,LAPD_Arrests,LASD_Cost,LASD_Days_in_Jail,LASD_Arrests,F2010_Population,Combo_Cost,Combo_Cost_PerPop,Combo_Days,Combo_Days_PerPop,Combo_Arrests,Combo_Arrests_PerPop,spa,sup_dist,SHAPE_Length,SHAPE_Area
32,Castaic,72170,314,155,1550800,9734,812,13194,1622970,123.008185538881,10048,0.761558284068516,967,0.0732908897983932,SPA 2 - San Fernando,District 5,0.283713986621249,0.00139208515271816
33,Castaic Canyons,66654,290,147,1718850,11062,788,42023,1785504,42.48873236085,11352,0.270137781690979,935,0.0222497203912143,SPA 2 - San Fernando,District 5,1.89770883306191,0.0490248108527444
34,Century City,45738,199,115,24536,139,19,5713,70274,12.3007176614738,338,0.0591633117451427,134,0.0234552774374234,SPA 5 - West,District 3,0.0546501463873243,0.000177188834620164
35,Cerritos,53093,231,127,2022180,12663,1071,49041,2075273,42.3171020166799,12894,0.262922860463694,1198,0.0244285393854122,SPA 7 - East,District 4,0.361686485466005,0.00223527942945507
36,Charter Oak,16089,70,34,1281480,8729,390,10070,1297569,128.854915590864,8799,0.873783515392254,424,0.0421052631578947,SPA 3 - San Gabriel,District 5,0.173132305161919,0.000233196411669581
37,Chatsworth,1099095,4782,2342,601190,3773,315,44264,1700285,38.4123667088379,8555,0.19327218507139,2657,0.0600262063979758,SPA 2 - San Fernando,District 3,0.424491827115759,0.00386456290205605
38,Chatsworth Reservoir,2758,12,8,1763,6,3,8,4521,565.125,18,2.25,11,1.375,SPA 2 - San Fernando,District 3,0.115771612035149,0.000456478414181493
39,Cheviot Hills,44359,193,97,20671,122,14,9023,65030,7.20713731574864,315,0.034910783553142,111,0.0123018951568215,SPA 5 - West,District 3,0.0813272541783885,0.000388505513372057
40,Chinatown,294885,1283,565,174125,1108,85,16437,469010,28.5337957048123,2391,0.145464500821318,650,0.0395449291233193,SPA 4 - Metro,District 1,0.0714815453861756,0.000230009282376362
41,Citrus,18847,82,38,2143790,14372,747,17532,2162637,123.353696098563,14454,0.824435318275154,785,0.0447752680812229,SPA 3 - San Gabriel,District 1,0.169145510730282,0.000256013603465498
42,Claremont,19766,86,46,193601,1099,149,37361,213367,5.71095527421643,1185,0.0317175664462943,195,0.0052193463772383,SPA 3 - San Gabriel,District 5,0.402206644556506,0.00421759734802552
43,Commerce,102279,445,207,2596810,17399,909,13158,2699089,205.129122967016,17844,1.35613315093479,1116,0.0848153214774282,SPA 7 - East,District 4,0.287530463179096,0.00166309597502219
44,Compton,1338818,5825,2575,34228400,231297,11177,101456,35567218,350.567911212742,237122,2.3371905062293,13752,0.135546443778584,SPA 6 - South,District 2,0.514420066470147,0.00258988278909432
45,Covina,92396,402,197,3138360,20780,1200,53063,3230756,60.8852873000019,21182,0.399185873395775,1397,0.0263271959745962,SPA 3 - San Gabriel,District 1,0.408696247003726,0.00192392318974256
46,Cudahy,109634,477,224,4031130,27424,1241,23805,4140764,173.945137576139,27901,1.17206469229154,1465,0.0615416929216551,SPA 7 - East,District 4,0.106622514834923,0.000310488737274673
47,Culver City,388430,1690,849,339417,2120,182,36672,727847,19.8474858202443,3810,0.103893979057592,1031,0.028114092495637,SPA 5 - West,District 2,0.356696441751463,0.00131250681124329
48,Cypress Park,433938,1888,822,246938,1619,101,8876,680876,76.7097791798107,3507,0.395110410094637,923,0.103988283010365,SPA 4 - Metro,District 1,0.0860276446076672,0.00018330119389949
49,Del Aire,51024,222,110,658662,4173,329,10261,709686,69.1634343631225,4395,0.428320826430172,439,0.0427833544488841,SPA 8 - South Bay,District 2,0.101578477398409,0.00024991884259087
50,Del Rey,689750,3001,1498,292751,1787,174,29466,982501,33.3435484965723,4788,0.162492364080635,1672,0.0567433652345076,SPA 5 - West,District 2,0.153678042623634,0.000619804935894785
51,Desert View Highlands,11952,52,26,1021960,6993,298,3259,1033912,317.248235655109,7045,2.16170604479902,324,0.0994169990794722,SPA 1 - Antelope Valley,District 5,0.0745122177951006,0.000112801129745022
52,Diamond Bar,37694,164,95,2406780,15339,1165,46826,2444474,52.2033485670354,15503,0.331076752231666,1260,0.0269081279630974,SPA 3 - San Gabriel,District 1,0.340916787391731,0.00382288568699134
53,Downey,350966,1527,784,7031180,45959,2933,111772,7382146,66.0464695988262,47486,0.424847009984612,3717,0.0332551980818094,SPA 7 - East,District 4,0.272940378136009,0.00316433010569304
54,Downtown,7321323,31854,12203,4219200,28669,1313,43052,11540523,268.060090123572,60523,1.40581157669795,13516,0.313945925857103,SPA 4 - Metro,District 1,0.169866932615225,0.00147622822120807
55,Duarte,43440,189,88,3176760,21597,984,21321,3220200,151.034191642043,21786,1.02180948360771,1072,0.0502790675859481,SPA 3 - San Gabriel,District 5,0.342048349654939,0.00169381617109962
56,Eagle Rock,627463,2730,1219,534961,3663,155,32166,1162424,36.138282658708,6393,0.198750233165454,1374,0.042715911210595,SPA 4 - Metro,District 1,0.182352898179424,0.00107609102387669
57,East Compton,113081,492,220,4923770,33562,1489,11897,5036851,423.371522232496,34054,2.86240228629066,1709,0.143649659578045,SPA 6 - South,District 2,0.149932169486097,0.000210610055400665
58,East Hollywood,3454495,15030,6852,1487910,9981,516,69639,4942405,70.9717974123695,25011,0.359152199198725,7368,0.105802782923362,SPA 4 - Metro,District 1,0.0967941326759615,0.000601841364251194
59,East La Mirada,8044,35,18,1032670,6586,498,9757,1040714,106.663318643026,6621,0.678589730449933,516,0.0528851081274982,SPA 7 - East,District 4,0.0818994241933627,0.000280302491306474
60,East Los Angeles,1233321,5366,2417,32635100,216085,12479,125606,33868421,269.640152540484,221451,1.76306068181456,14896,0.118593060841043,SPA 7 - East,District 1,0.263747294145694,0.00188768445917417
61,East Pasadena,20915,91,46,440620,2904,174,4841,461535,95.3387729807891,2995,0.618673827721545,220,0.0454451559595125,SPA 3 - San Gabriel,District 5,0.12263123882837,0.000331111817723109
62,East San Gabriel,36545,159,86,1165820,7626,484,24085,1202365,49.9217355200332,7785,0.323230226281918,570,0.0236661822711231,SPA 3 - San Gabriel,District 5,0.266532812461838,0.000552431085388417
63,Echo Park,1222979,5321,2425,592643,3867,250,37475,1815622,48.4488859239493,9188,0.245176784523015,2675,0.0713809206137425,SPA 4 - Metro,District 1,0.126981216190384,0.000606715411931184
64,Elizabeth Lake,1839,8,4,138433,914,54,749,140272,187.279038718291,922,1.23097463284379,58,0.0774365821094793,SPA 1 - Antelope Valley,District 5,0.244763544880608,0.00160626094028219
65,El Monte,269602,1173,564,11952100,80463,4027,114708,12221702,106.546204275203,81636,0.711685322732503,4591,0.0400233636712348,SPA 3 - San Gabriel,District 1,0.328460345146022,0.00245166298602391
66,El Segundo,60678,264,147,164067,1093,60,16654,224745,13.4949561666867,1357,0.0814819262639606,207,0.0124294463792482,SPA 8 - South Bay,District 2,0.178730959647761,0.00137833122288796
67,El Sereno,1449141,6305,2686,2021750,13394,770,39582,3470891,87.6886210903946,19699,0.49767571118185,3456,0.08731241473397,SPA 4 - Metro,District 1,0.15262732785241,0.00105436407127136
68,Elysian Park,36774,160,76,65161,441,21,1894,101935,53.8199577613516,601,0.317317845828933,97,0.0512143611404435,SPA 4 - Metro,District 1,0.087988976159625,0.000416172280471279
69,Elysian Valley,183872,800,367,82787,540,35,6889,266659,38.707940194513,1340,0.19451299172594,402,0.058353897517782,SPA 4 - Metro,District 1,0.083994459550201,0.00019983690392525
70,Encino,755714,3288,1786,254877,1557,151,43648,1010591,23.1532028958944,4845,0.111001649560117,1937,0.0443777492668622,SPA 2 - San Fernando,District 3,0.268363166862616,0.00240534807154355
71,Fairfax,182033,792,412,151608,894,103,12480,333641,26.7340544871795,1686,0.135096153846154,515,0.0412660256410256,SPA 4 - Metro,District 3,0.0727249920903228,0.000312168031390055
72,Gardena,529551,2304,1113,3271810,21227,1430,58829,3801361,64.6171276071325,23531,0.399989800948512,2543,0.0432269798908701,SPA 8 - South Bay,District 2,0.193868520619006,0.00147511032033013
73,Glassell Park,640334,2786,1251,501015,3470,129,24064,1141349,47.4297290558511,6256,0.259973404255319,1380,0.0573470744680851,SPA 4 - Metro,District 1,0.151841452381249,0.000696732333407708
74,Glendale,1196547,5206,2887,1297220,8099,697,190790,2493767,13.0707427013994,13305,0.0697363593479742,3584,0.0187850516274438,SPA 2 - San Fernando,District 5,0.573853164216795,0.00775781245876514
75,Glendora,37004,161,87,2039700,13676,710,53856,2076704,38.5603089720737,13837,0.256925876411171,797,0.0147987225193108,SPA 3 - San Gabriel,District 5,0.448304627933292,0.00494743539596463
76,Granada Hills,1296068,5639,2787,1006290,6777,338,53692,2302358,42.8808388586754,12416,0.231244878194144,3125,0.0582023392684199,SPA 2 - San Fernando,District 3,0.270328910840225,0.00383256712564391
77,Green Valley,919,4,2,84446,594,18,0,85365,,598,,20,,SPA 2 - San Fernando,District 5,0.1490424236567,0.000663331628980254
78,Griffith Park,4827,21,11,30431,225,2,14,35258,2518.42857142857,246,17.5714285714286,13,0.928571428571429,SPA 4 - Metro,District 5,0.212271962617006,0.00147678569875303
79,Hacienda Heights,62516,272,161,6614670,43264,2748,53568,6677186,124.648782855436,43536,0.812724014336918,2909,0.0543048088410992,SPA 3 - San Gabriel,District 1,0.280622361951271,0.00300426122091295
80,Hancock Park,149396,650,346,297184,2001,100,9809,446580,45.5275767152615,2651,0.270262004281782,446,0.0454684473442757,SPA 4 - Metro,District 2,0.0788045758673172,0.000383988593949109
81,Hansen Dam,34706,151,73,3600,15,5,33,38306,1160.78787878788,166,5.03030303030303,78,2.36363636363636,SPA 2 - San Fernando,District 5,0.112161607033862,0.000497228672169866
82,Harbor City,516910,2249,1062,1832910,12070,728,23727,2349820,99.0356977283264,14319,0.603489695283854,1790,0.0754414801702702,SPA 8 - South Bay,District 4,0.134089008163329,0.000650781430931463
83,Harbor Gateway,1141615,4967,2227,3750530,24614,1524,40137,4892145,121.886164885268,29581,0.737000772354685,3751,0.0934549169095847,SPA 8 - South Bay,District 2,0.301695524892208,0.00129722732324873
84,Hasley Canyon,5746,25,8,38095,178,45,0,43841,,203,,53,,SPA 2 - San Fernando,District 5,0.208035395915484,0.000788464787786238
85,Hawaiian Gardens,15169,66,37,3478110,22922,1374,12968,3493279,269.376850709439,22988,1.77267119062307,1411,0.108806292412091,SPA 7 - East,District 4,0.0806488984463567,0.000248459421174963
86,Hawthorne,885803,3854,1821,5782550,37505,2532,86046,6668353,77.4975362015666,41359,0.480661506635985,4353,0.0505892197196848,SPA 8 - South Bay,District 2,0.312039551517944,0.00157286191404023
87,Hermosa Beach,27811,121,77,154491,967,82,19506,182302,9.3459448374859,1088,0.0557777094227417,159,0.00815133804983082,SPA 8 - South Bay,District 2,0.0847682659470275,0.000372850636806362
88,Hidden Hills,5976,26,16,30742,181,21,1985,36718,18.4977329974811,207,0.104282115869018,37,0.018639798488665,SPA 2 - San Fernando,District 3,0.132558342294969,0.000431507565419435
89,Highland Park,2087407,9082,3994,640871,3902,385,53332,2728278,51.1564914122853,12984,0.24345608640216,4379,0.0821083027075677,SPA 4 - Metro,District 1,0.193026693417647,0.000865422277674888
90,Hollywood,4309960,18752,8402,2796770,18485,1083,71133,7106730,99.9076378052381,37237,0.523484177526605,9485,0.133341768236965,SPA 4 - Metro,District 3,0.148997287791707,0.00088665457478469
91,Hollywood Hills,479676,2087,1103,380299,2502,152,23245,859975,36.9961281996128,4589,0.19741879974188,1255,0.0539901053990105,SPA 4 - Metro,District 5,0.216271753234649,0.00178393254985916
92,Hollywood Hills West,214900,935,510,225994,1412,121,16324,440894,27.0089438863024,2347,0.143776035285469,631,0.0386547414849302,SPA 4 - Metro,District 3,0.19136233836242,0.00123362424309271
93,Huntington Park,323615,1408,693,3950310,25867,1629,59737,4273925,71.5456919497129,27275,0.456584696251904,2322,0.0388703818404004,SPA 7 - East,District 4,0.204827409448313,0.000766796656344165
94,Industry,1839,8,4,757721,5114,250,18943,759560,40.0971335057805,5122,0.270390117721586,254,0.0134086469936124,SPA 3 - San Gabriel,District 1,1.13957033985545,0.00312209699576359
95,Inglewood,2061895,8971,4156,7995390,52445,3260,110579,10057285,90.9511299613851,61416,0.555403828936778,7416,0.0670651751236672,SPA 8 - South Bay,District 2,0.284387325278135,0.00230445845070477
96,Irwindale,6436,28,12,142105,871,83,1422,148541,104.459212376934,899,0.632208157524613,95,0.0668073136427567,SPA 3 - San Gabriel,District 1,0.408126033942827,0.00242507845298909
97,Koreatown,3941526,17149,8103,1478330,9450,704,104833,5419856,51.6999036562914,26599,0.253727356843742,8807,0.0840098060725153,SPA 4 - Metro,District 2,0.114965956707861,0.000683044880111674
98,La Crescenta-Montrose,58150,253,139,590808,3758,289,21442,648958,30.2657401361813,4011,0.187062773994963,428,0.0199608245499487,SPA 2 - San Fernando,District 5,0.164491016047706,0.000868412036414812
99,Ladera Heights,115839,504,230,335185,2210,132,8294,451024,54.3795514829998,2714,0.327224499638293,362,0.0436460091632505,SPA 5 - West,District 2,0.18715890642486,0.000742962931116636
100,La Habra Heights,8044,35,14,301625,1976,124,5591,309669,55.3870506170631,2011,0.359685208370596,138,0.0246825254873904,SPA 7 - East,District 4,0.204123736589236,0.001573115509148
101,Lake Balboa,923267,4017,1962,473053,3149,174,26160,1396320,53.3761467889908,7166,0.273929663608563,2136,0.081651376146789,SPA 2 - San Fernando,District 3,0.125401335434534,0.000791942662128907
102,Lake Hughes,919,4,2,23503,119,24,0,24422,,123,,26,,SPA 2 - San Fernando,District 5,0.378031247043709,0.00239103803224557
103,Lake Los Angeles,47117,205,89,5757290,39817,1506,1947,5804407,2981.20544427324,40022,20.5557267591166,1595,0.819209039548023,SPA 1 - Antelope Valley,District 5,0.285192822833564,0.00177156300962518
104,Lake View Terrace,472781,2057,965,447734,3048,137,13054,920515,70.5159338133905,5105,0.391067871916654,1102,0.0844185690209897,SPA 2 - San Fernando,District 5,0.272675706729165,0.00107295645768518
105,Lakewood,141352,615,292,8120360,52806,3499,80585,8261712,102.521709995657,53421,0.662914934541168,3791,0.0470434944468574,SPA 7 - East,District 4,0.379863998018503,0.00239976349446415
106,La Mirada,42061,183,96,4613520,29445,2216,48527,4655581,95.9379520679209,29628,0.610546705957508,2312,0.0476435798627568,SPA 7 - East,District 4,0.244196341782976,0.00197947387146021
107,Lancaster,840295,3656,1551,80471600,559316,19910,151745,81311895,535.845629180533,562972,3.70998714949422,21461,0.141428053642624,SPA 1 - Antelope Valley,District 5,1.52063783547967,0.026095652068841
108,La Puente,54472,237,120,12822800,86279,4339,40174,12877272,320.537462040125,86516,2.15353213521183,4459,0.110992183999602,SPA 3 - San Gabriel,District 1,0.265413113867519,0.000881605564467031
109,Larchmont,181114,788,396,117609,825,26,7822,298723,38.1901048325237,1613,0.206213244694452,422,0.0539503963180772,SPA 4 - Metro,District 3,0.0483346627498335,0.000123033453977185
110,La Verne,25972,113,66,789454,5161,329,33069,815426,24.6583204814176,5274,0.159484713780278,395,0.011944721642626,SPA 3 - San Gabriel,District 5,0.320008476252456,0.00216984891686478
111,Lawndale,157440,685,341,3914680,24827,1945,32769,4072120,124.267447892826,25512,0.778540693948549,2286,0.0697610546553145,SPA 8 - South Bay,District 2,0.110424570138227,0.000496842409564573
112,Lennox,179965,783,388,4100030,26476,1843,22532,4279995,189.951846263092,27259,1.20979052014912,2231,0.0990147345996805,SPA 8 - South Bay,District 2,0.0989478603761814,0.000268870739590471
113,Leona Valley,3907,17,7,302472,2119,68,3553,306379,86.2310723332395,2136,0.601182099634112,75,0.0211089220377146,SPA 1 - Antelope Valley,District 5,0.52140620237084,0.00390254188545371
114,Lincoln Heights,1004171,4369,1904,934203,6252,330,26605,1938374,72.8575079872204,10621,0.39921067468521,2234,0.0839691787258034,SPA 4 - Metro,District 1,0.150865376505232,0.000635063377474955
115,Littlerock,6895,30,14,582000,4072,133,0,588895,,4102,,147,,SPA 1 - Antelope Valley,District 5,0.121291664986965,0.000461062303290924
116,Lomita,113541,494,240,2446420,15797,1100,20795,2559961,123.104640538591,16291,0.783409473431113,1340,0.0644385669632123,SPA 8 - South Bay,District 4,0.134038505768692,0.000483345285012961
117,Long Beach,2085798,9075,4101,23938400,158306,9234,465275,26024198,55.932938584708,167381,0.359746386545591,13335,0.028660469614744,SPA 8 - South Bay,District 4,1.4234985376662,0.0131370240385768
118,Lopez/Kagel Canyons,23903,104,43,129269,896,33,533,153172,287.377110694184,1000,1.87617260787993,76,0.142589118198874,SPA 3 - San Gabriel,District 5,0.232821395056444,0.000906672547113683
119,Los Feliz,607237,2642,1333,272892,1737,133,32639,880129,26.965562670425,4379,0.134164649652257,1466,0.0449155917767088,SPA 4 - Metro,District 5,0.112265427827189,0.000659991705958503
120,Lynwood,445660,1939,879,16614800,111077,5916,68736,17060460,248.202688547486,113016,1.64420391061453,6795,0.0988564944134078,SPA 6 - South,District 4,0.219598383955586,0.00123735160747917
121,Malibu,32637,142,85,673278,3998,446,8179,705915,86.3082283897787,4140,0.506174348942414,531,0.0649223621469617,SPA 5 - West,District 3,0.801039771090101,0.00502828653506817
122,Manhattan Beach,41831,182,100,110499,642,79,35135,152330,4.3355628290878,824,0.0234523978938381,179,0.00509463497936531,SPA 8 - South Bay,District 2,0.14547432877255,0.00100222442936952
123,Marina del Rey,59758,260,166,238702,1508,121,8866,298460,33.6634333408527,1768,0.19941348973607,287,0.0323708549515001,SPA 5 - West,District 2,0.0798700019990383,0.000367582085937337
124,Mar Vista,543572,2365,1201,314985,2094,117,34925,858557,24.5828775948461,4459,0.127673586256263,1318,0.0377380100214746,SPA 5 - West,District 3,0.124180285916423,0.000731827411869014
125,Mayflower Village,18847,82,44,2427170,16481,760,12014,2446017,203.597219910105,16563,1.37864158481771,804,0.0669219244215082,SPA 3 - San Gabriel,District 5,0.145648371941119,0.000307614305446174
126,Maywood,102968,448,222,3945110,26157,1494,27395,4048078,147.767037780617,26605,0.971162620916226,1716,0.0626391677313378,SPA 7 - East,District 4,0.0941031194545084,0.000300230656947445
127,Mid-Wilshire,1076800,4685,2248,619404,3874,330,44783,1696204,37.8760690440569,8559,0.19112163097604,2578,0.0575664872831208,SPA 4 - Metro,District 2,0.127208177248763,0.000703397659720001
128,Mission Hills,776170,3377,1558,553536,3796,158,19630,1329706,67.7384615384615,7173,0.36541008660214,1716,0.0874172185430464,SPA 2 - San Fernando,District 3,0.129676587210318,0.0008081881173334
129,Monrovia,83202,362,180,1357850,8618,672,37254,1441052,38.6818059805658,8980,0.241047941160681,852,0.0228700273796102,SPA 3 - San Gabriel,District 5,0.477571469700928,0.00352763638422022
130,Montebello,295115,1284,614,5331730,34524,2358,62381,5626845,90.2012632051426,35808,0.574020935861881,2972,0.0476427117231208,SPA 7 - East,District 1,0.312200749779282,0.00213713260060604
131,La Canada Flintridge,26202,114,70,45248,193,61,19380,71450,3.68679050567595,307,0.0158410732714138,131,0.00675954592363261,SPA 2 - San Fernando,District 5,0.278913366963491,0.00218019920025057
132,Montecito Heights,500362,2177,961,408496,2715,152,20028,908858,45.379368883563,4892,0.244258038745756,1113,0.0555721989215099,SPA 4 - Metro,District 1,0.152941318147433,0.000609696661981099
133,Monterey Park,163186,710,385,1313510,8205,704,60678,1476696,24.336596460002,8915,0.146923102277597,1089,0.0179471966775438,SPA 3 - San Gabriel,District 1,0.25222621812082,0.00193736929537269
134,Mount Washington,277647,1208,551,88429,507,66,15198,366076,24.087116725885,1715,0.112843795236215,617,0.0405974470325043,SPA 4 - Metro,District 1,0.100088806312363,0.000468251355200296
135,Northeast Antelope Valley,59758,260,108,3762080,26338,853,20762,3821838,184.07850881418,26598,1.28109045371352,961,0.0462864849243811,SPA 1 - Antelope Valley,District 5,2.20861822595114,0.112621836088767
136,North El Monte,12871,56,22,348157,2408,91,3151,361028,114.575690257061,2464,0.781973976515392,113,0.0358616312281815,SPA 3 - San Gabriel,District 5,0.0497155632907516,0.000107995142183807
137,North Hills,2773249,12066,5592,719713,4561,359,56375,3492962,61.9594146341463,16627,0.294935698447894,5951,0.105560975609756,SPA 2 - San Fernando,District 3,0.177739015484551,0.00134541372881494
138,North Hollywood,4033232,17548,8400,912852,5898,409,76581,4946084,64.5863073086013,23446,0.306159491257623,8809,0.115028531881276,SPA 2 - San Fernando,District 5,0.17656421114863,0.0014865803880893
139,Northridge,1667489,7255,3636,595558,3789,291,61310,2263047,36.9115478714728,11044,0.180133746534008,3927,0.0640515413472517,SPA 2 - San Fernando,District 3,0.210040961581044,0.00239967001828126
140,Northwest Antelope Valley,9653,42,18,1117880,7720,297,7037,1127533,160.229216995879,7762,1.10302685803609,315,0.0447633934915447,SPA 1 - Antelope Valley,District 5,1.91380845894399,0.0545431597480404
141,Northwest Palmdale,4597,20,14,715549,4893,210,5223,720146,137.879762588551,4913,0.940647137660348,224,0.0428872295615547,SPA 1 - Antelope Valley,District 5,0.205530736974999,0.00147316048206164
142,North Whittier,8734,38,17,393155,2443,216,5147,401889,78.0821837963862,2481,0.482028366038469,233,0.0452690887895862,SPA 7 - East,District 4,0.248027946214561,0.00138005588731383
143,Norwalk,261558,1138,547,23399900,154880,8971,106317,23661458,222.555734266392,156018,1.46747933068089,9518,0.0895247232333493,SPA 7 - East,District 4,0.282452336882112,0.00246493065823372
144,Pacific Palisades,119287,519,311,128522,744,93,24476,247809,10.1245710083347,1263,0.0516015688838045,404,0.0165059650269652,SPA 5 - West,District 3,0.397988729383421,0.00577737814672365
145,Pacoima,4597719,20004,8977,1549910,10142,642,77868,6147629,78.9493630246057,30146,0.387142343453023,9619,0.123529562849951,SPA 2 - San Fernando,District 3,0.200932498817183,0.0018096581576188
